vehicle,time,lat,long,Server_Time,Route,Trip,Inbound_Outbound,Stop_Name,Stop_Id,timestamp,uuid,ts,bus,trk2,text,description,media_text,dropfile_id,fob,rule,parameter,date
,,,,,,,,,,2025-06-26 10:44:04,,2025-06-26 10:44:04,1112,255100056362561,Special card,Cornell Card,Cornell,255100056362561,379389,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 10:45:06,,2025-06-26 10:45:06,1112,255100043878143,Special card,Cornell Card,Cornell,255100043878143,317017,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 10:49:42,,2025-06-26 10:49:42,1112,255100056214984,Special card,Cornell Card,Cornell,255100056214984,376056,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 10:57:09,,2025-06-26 10:57:09,1112,255100053893181,Special card,Cornell Card,Cornell,255100053893181,331368,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 11:02:50,,2025-06-26 11:02:50,1112,255100054753331,Special card,Cornell Card,Cornell,255100054753331,303068,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 11:04:07,,2025-06-26 11:04:07,1112,255100048962352,Special card,Cornell Card,Cornell,255100048962352,262344,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 11:04:08,,2025-06-26 11:04:08,1112,255100053868751,Special card,Cornell Card,Cornell,255100053868751,300835,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 11:04:57,,2025-06-26 11:04:57,1112,255100054299361,Special card,Cornell Card,Cornell,255100054299361,331319,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 11:06:04,,2025-06-26 11:06:04,1112,255100053031362,Special card,Cornell Card,Cornell,255100053031362,343458,TOM,TEMP STAFF,
,,,,,,,,,,2025-06-26 11:10:30,,2025-06-26 11:10:30,1112,255100033944731,Special card,Cornell Card,Cornell,255100033944731,150779,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 11:17:43,,2025-06-26 11:17:43,1112,255100052288211,Special card,Cornell Card,Cornell,255100052288211,316134,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 11:17:48,,2025-06-26 11:17:48,1112,255100049479662,Special card,Cornell Card,Cornell,255100049479662,348483,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 11:17:54,,2025-06-26 11:17:54,1112,255100050451411,Special card,Cornell Card,Cornell,255100050451411,273313,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 11:17:56,,2025-06-26 11:17:56,1112,255100046805141,Special card,Cornell Card,Cornell,255100046805141,330281,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 11:17:59,,2025-06-26 11:17:59,1112,255100047342252,Special card,Cornell Card,Cornell,255100047342252,373930,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 11:22:47,,2025-06-26 11:22:47,1112,255100028057881,Special card,Cornell Card,Cornell,255100028057881,325183,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 11:25:46,,2025-06-26 11:25:46,1112,255100055084321,Special card,Cornell Card,Cornell,255100055084321,354627,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 11:25:48,,2025-06-26 11:25:48,1112,255100053434941,Special card,Cornell Card,Cornell,255100053434941,310891,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 11:25:49,,2025-06-26 11:25:49,1112,255100055001861,Special card,Cornell Card,Cornell,255100055001861,355218,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 11:25:51,,2025-06-26 11:25:51,1112,255100055166631,Special card,Cornell Card,Cornell,255100055166631,355989,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 11:25:53,,2025-06-26 11:25:53,1112,255100057060743,Special card,Cornell Card,Cornell,255100057060743,368059,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 11:25:56,,2025-06-26 11:25:56,1112,255100058420391,Special card,Cornell Card,Cornell,255100058420391,368482,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 11:29:18,,2025-06-26 11:29:18,1112,255100010103441,Special card,Cornell Card,Cornell,255100010103441,246338,TOM,EMERITUS,
,,,,,,,,,,2025-06-26 11:30:17,,2025-06-26 11:30:17,1112,255100052719141,Special card,Cornell Card,Cornell,255100052719141,359402,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 11:30:19,,2025-06-26 11:30:19,1112,255100057032971,Special card,Cornell Card,Cornell,255100057032971,372188,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 11:30:21,,2025-06-26 11:30:21,1112,255100056541191,Special card,Cornell Card,Cornell,255100056541191,378890,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 11:39:55,,2025-06-26 11:39:55,1112,255100058582181,Special card,Cornell Card,Cornell,255100058582181,374722,TOM,TEMP STAFF,
,,,,,,,,,,2025-06-26 11:43:27,,2025-06-26 11:43:27,1112,255100053859441,Special card,Cornell Card,Cornell,255100053859441,326250,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 11:43:29,,2025-06-26 11:43:29,1112,255100036106273,Special card,Cornell Card,Cornell,255100036106273,368835,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 11:45:07,,2025-06-26 11:45:07,1112,255100057366681,Special card,Cornell Card,Cornell,255100057366681,371421,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 11:52:54,,2025-06-26 11:52:54,1112,255100055096131,Special card,Cornell Card,Cornell,255100055096131,354976,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 11:52:57,,2025-06-26 11:52:57,1112,255100013008632,Special card,Cornell Card,Cornell,255100013008632,141948,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 11:53:55,,2025-06-26 11:53:55,1112,255100053802201,Special card,Cornell Card,Cornell,255100053802201,328315,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 11:53:58,,2025-06-26 11:53:58,1112,255100010140382,Special card,Cornell Card,Cornell,255100010140382,361081,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 11:54:00,,2025-06-26 11:54:00,1112,255100051638161,Special card,Cornell Card,Cornell,255100051638161,297308,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 11:54:03,,2025-06-26 11:54:03,1112,255100010224922,Special card,Cornell Card,Cornell,255100010224922,374928,TOM,RETIREE 25,
,,,,,,,,,,2025-06-26 11:55:19,,2025-06-26 11:55:19,1112,255100058608741,Special card,Cornell Card,Cornell,255100058608741,374654,TOM,TEMP STAFF,
,,,,,,,,,,2025-06-26 11:55:23,,2025-06-26 11:55:23,1112,255100057231461,Special card,Cornell Card,Cornell,255100057231461,366242,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 11:59:25,,2025-06-26 11:59:25,1112,255100053501611,Special card,Cornell Card,Cornell,255100053501611,311342,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 12:08:27,,2025-06-26 12:08:27,1112,255100056941911,Special card,Cornell Card,Cornell,255100056941911,340370,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 12:08:34,,2025-06-26 12:08:34,1112,255100050078732,Special card,Cornell Card,Cornell,255100050078732,314157,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 12:08:37,,2025-06-26 12:08:37,1112,255100053827503,Special card,Cornell Card,Cornell,255100053827503,375044,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 12:08:41,,2025-06-26 12:08:41,1112,255100017520492,Special card,Cornell Card,Cornell,255100017520492,367946,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 12:08:44,,2025-06-26 12:08:44,1112,255100057696701,Special card,Cornell Card,Cornell,255100057696701,380389,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 12:08:49,,2025-06-26 12:08:49,1112,255100058117771,Special card,Cornell Card,Cornell,255100058117771,378116,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 12:08:52,,2025-06-26 12:08:52,1112,255100058055001,Special card,Cornell Card,Cornell,255100058055001,378163,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 12:08:58,,2025-06-26 12:08:58,1112,255100057882331,Special card,Cornell Card,Cornell,255100057882331,378210,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 12:10:33,,2025-06-26 12:10:33,1112,255100055957891,Special card,Cornell Card,Cornell,255100055957891,362713,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 12:10:41,,2025-06-26 12:10:41,1112,255100029691372,Special card,Cornell Card,Cornell,255100029691372,227581,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 12:12:49,,2025-06-26 12:12:49,1112,255100056102621,Special card,Cornell Card,Cornell,255100056102621,357060,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 12:15:06,,2025-06-26 12:15:06,1112,255100057340823,Special card,Cornell Card,Cornell,255100057340823,367888,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 12:17:28,,2025-06-26 12:17:28,1112,255100053967174,Special card,Cornell Card,Cornell,255100053967174,358277,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 12:18:47,,2025-06-26 12:18:47,1112,255100055060492,Special card,Cornell Card,Cornell,255100055060492,349441,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 12:19:39,,2025-06-26 12:19:39,1112,255100057091131,Special card,Cornell Card,Cornell,255100057091131,379017,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 12:19:41,,2025-06-26 12:19:41,1112,255100054623553,Special card,Cornell Card,Cornell,255100054623553,359002,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 12:19:43,,2025-06-26 12:19:43,1112,255100057370001,Special card,Cornell Card,Cornell,255100057370001,375991,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 12:19:48,,2025-06-26 12:19:48,1112,255100057371061,Special card,Cornell Card,Cornell,255100057371061,376001,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 12:23:08,,2025-06-26 12:23:08,1112,255100055416961,Special card,Cornell Card,Cornell,255100055416961,349257,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 12:24:59,,2025-06-26 12:24:59,1112,255100051202273,Special card,Cornell Card,Cornell,255100051202273,360263,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 12:32:11,,2025-06-26 12:32:11,1112,255100046849151,Special card,Cornell Card,Cornell,255100046849151,301539,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 12:32:14,,2025-06-26 12:32:14,1112,255100013047542,Special card,Cornell Card,Cornell,255100013047542,267672,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 12:39:05,,2025-06-26 12:39:05,1112,255100052641621,Special card,Cornell Card,Cornell,255100052641621,318812,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 12:39:08,,2025-06-26 12:39:08,1112,255100053883971,Special card,Cornell Card,Cornell,255100053883971,304194,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 12:39:12,,2025-06-26 12:39:12,1112,255100053809031,Special card,Cornell Card,Cornell,255100053809031,321372,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 12:39:15,,2025-06-26 12:39:15,1112,255100057102042,Special card,Cornell Card,Cornell,255100057102042,371666,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 12:39:16,,2025-06-26 12:39:16,1112,255100056946751,Special card,Cornell Card,Cornell,255100056946751,376774,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 12:39:29,,2025-06-26 12:39:29,1112,255100057369951,Special card,Cornell Card,Cornell,255100057369951,371327,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 12:40:19,,2025-06-26 12:40:19,1112,255100055183021,Special card,Cornell Card,Cornell,255100055183021,345003,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 12:40:21,,2025-06-26 12:40:21,1112,255100056455891,Special card,Cornell Card,Cornell,255100056455891,373036,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 12:40:23,,2025-06-26 12:40:23,1112,255100056427391,Special card,Cornell Card,Cornell,255100056427391,351135,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 12:40:25,,2025-06-26 12:40:25,1112,255100049470201,Special card,Cornell Card,Cornell,255100049470201,335516,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 12:40:27,,2025-06-26 12:40:27,1112,255100056343691,Special card,Cornell Card,Cornell,255100056343691,351134,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 12:40:29,,2025-06-26 12:40:29,1112,255100053523511,Special card,Cornell Card,Cornell,255100053523511,302702,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 12:41:52,,2025-06-26 12:41:52,1112,255100056417002,Special card,Cornell Card,Cornell,255100056417002,368420,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 12:42:45,,2025-06-26 12:42:45,1112,255100010141971,Special card,Cornell Card,Cornell,255100010141971,96635,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 12:43:46,,2025-06-26 12:43:46,1112,255100057337801,Special card,Cornell Card,Cornell,255100057337801,366341,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 12:52:23,,2025-06-26 12:52:23,1112,255100055044391,Special card,Cornell Card,Cornell,255100055044391,348640,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 12:55:25,,2025-06-26 12:55:25,1112,255100012745721,Special card,Cornell Card,Cornell,255100012745721,65762,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 12:55:27,,2025-06-26 12:55:27,1112,255100055875231,Special card,Cornell Card,Cornell,255100055875231,363306,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 12:55:30,,2025-06-26 12:55:30,1112,255100052686573,Special card,Cornell Card,Cornell,255100052686573,352155,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 12:55:32,,2025-06-26 12:55:32,1112,255100041155491,Special card,Cornell Card,Cornell,255100041155491,295034,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 12:55:36,,2025-06-26 12:55:36,1112,255100050155251,Special card,Cornell Card,Cornell,255100050155251,273619,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 12:55:38,,2025-06-26 12:55:38,1112,255100056498072,Special card,Cornell Card,Cornell,255100056498072,361455,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 12:55:49,,2025-06-26 12:55:49,1112,255100056458321,Special card,Cornell Card,Cornell,255100056458321,340772,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 12:55:51,,2025-06-26 12:55:51,1112,255100053807791,Special card,Cornell Card,Cornell,255100053807791,331409,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 13:00:11,,2025-06-26 13:00:11,1112,255100055801292,Special card,Cornell Card,Cornell,255100055801292,349060,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 13:04:25,,2025-06-26 13:04:25,1112,255100051463451,Special card,Cornell Card,Cornell,255100051463451,294805,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 13:04:27,,2025-06-26 13:04:27,1112,255100050357532,Special card,Cornell Card,Cornell,255100050357532,340684,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 13:04:35,,2025-06-26 13:04:35,1112,255100013089921,Special card,Cornell Card,Cornell,255100013089921,76245,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 13:04:37,,2025-06-26 13:04:37,1112,255100049439353,Special card,Cornell Card,Cornell,255100049439353,341757,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 13:06:54,,2025-06-26 13:06:54,1112,255100052646351,Special card,Cornell Card,Cornell,255100052646351,300733,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 13:08:46,,2025-06-26 13:08:46,1112,255100050509821,Special card,Cornell Card,Cornell,255100050509821,349006,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 13:08:48,,2025-06-26 13:08:48,1112,255100056665951,Special card,Cornell Card,Cornell,255100056665951,340661,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 13:12:28,,2025-06-26 13:12:28,1112,255100053836561,Special card,Cornell Card,Cornell,255100053836561,339320,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 13:14:24,,2025-06-26 13:14:24,1112,255100056436061,Special card,Cornell Card,Cornell,255100056436061,379365,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 13:14:28,,2025-06-26 13:14:28,1112,255100018377971,Special card,Cornell Card,Cornell,255100018377971,281445,TOM,AFFILIATE,
,,,,,,,,,,2025-06-26 13:18:31,,2025-06-26 13:18:31,1112,255100055518771,Special card,Cornell Card,Cornell,255100055518771,354305,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 13:20:42,,2025-06-26 13:20:42,1112,255100055942414,Special card,Cornell Card,Cornell,255100055942414,361575,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 13:20:54,,2025-06-26 13:20:54,1112,255100056372151,Special card,Cornell Card,Cornell,255100056372151,376740,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 13:20:57,,2025-06-26 13:20:57,1112,255100051774751,Special card,Cornell Card,Cornell,255100051774751,295112,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 13:25:25,,2025-06-26 13:25:25,1112,255100045386141,Special card,Cornell Card,Cornell,255100045386141,312361,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 13:27:02,,2025-06-26 13:27:02,1112,255100056461191,Special card,Cornell Card,Cornell,255100056461191,370412,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 13:27:06,,2025-06-26 13:27:06,1112,255100051568851,Special card,Cornell Card,Cornell,255100051568851,291623,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 13:30:56,,2025-06-26 13:30:56,1112,255100055329291,Special card,Cornell Card,Cornell,255100055329291,353666,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 13:34:33,,2025-06-26 13:34:33,1112,255100054402521,Special card,Cornell Card,Cornell,255100054402521,337214,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 13:36:19,,2025-06-26 13:36:19,1112,255100051592461,Special card,Cornell Card,Cornell,255100051592461,297352,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 13:46:33,,2025-06-26 13:46:33,1112,255100056318701,Special card,Cornell Card,Cornell,255100056318701,350252,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 13:47:37,,2025-06-26 13:47:37,1112,255100056079622,Special card,Cornell Card,Cornell,255100056079622,349015,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 13:52:27,,2025-06-26 13:52:27,1112,255100041435121,Special card,Cornell Card,Cornell,255100041435121,314397,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 13:53:32,,2025-06-26 13:53:32,1112,255100053171712,Special card,Cornell Card,Cornell,255100053171712,303342,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 13:58:16,,2025-06-26 13:58:16,1112,255100013075851,Special card,Cornell Card,Cornell,255100013075851,194106,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 13:59:53,,2025-06-26 13:59:53,1112,255100055170311,Special card,Cornell Card,Cornell,255100055170311,355272,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 14:20:24,,2025-06-26 14:20:24,1112,255100057079541,Special card,Cornell Card,Cornell,255100057079541,374637,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 14:20:27,,2025-06-26 14:20:27,1112,255100056448081,Special card,Cornell Card,Cornell,255100056448081,379380,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 14:23:39,,2025-06-26 14:23:39,1112,255100056675321,Special card,Cornell Card,Cornell,255100056675321,369643,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 14:25:21,,2025-06-26 14:25:21,1112,255100055166631,Special card,Cornell Card,Cornell,255100055166631,355989,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 14:25:29,,2025-06-26 14:25:29,1112,255100055196811,Special card,Cornell Card,Cornell,255100055196811,377494,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 14:25:31,,2025-06-26 14:25:31,1112,255100056450381,Special card,Cornell Card,Cornell,255100056450381,340179,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 14:25:40,,2025-06-26 14:25:40,1112,255100051614811,Special card,Cornell Card,Cornell,255100051614811,291464,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 14:30:09,,2025-06-26 14:30:09,1112,255100056407501,Special card,Cornell Card,Cornell,255100056407501,376660,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 14:30:11,,2025-06-26 14:30:11,1112,255100056332671,Special card,Cornell Card,Cornell,255100056332671,371938,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 14:38:28,,2025-06-26 14:38:28,1112,255100054693912,Special card,Cornell Card,Cornell,255100054693912,354903,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 14:38:35,,2025-06-26 14:38:35,1112,255100057295021,Special card,Cornell Card,Cornell,255100057295021,358901,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 14:38:38,,2025-06-26 14:38:38,1112,255100028016163,Special card,Cornell Card,Cornell,255100028016163,256379,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 14:44:21,,2025-06-26 14:44:21,1112,255100055310951,Special card,Cornell Card,Cornell,255100055310951,355840,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 14:44:23,,2025-06-26 14:44:23,1112,255100056343691,Special card,Cornell Card,Cornell,255100056343691,351134,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 14:45:51,,2025-06-26 14:45:51,1112,255100012946531,Special card,Cornell Card,Cornell,255100012946531,167476,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 14:45:53,,2025-06-26 14:45:53,1112,255100050078732,Special card,Cornell Card,Cornell,255100050078732,314157,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 15:01:48,,2025-06-26 15:01:48,1112,255100010122513,Special card,Cornell Card,Cornell,255100010122513,99430,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 15:05:36,,2025-06-26 15:05:36,1112,255100055940052,Special card,Cornell Card,Cornell,255100055940052,375410,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 15:05:42,,2025-06-26 15:05:42,1112,255100056407501,Special card,Cornell Card,Cornell,255100056407501,376660,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 15:05:49,,2025-06-26 15:05:49,1112,255100056332671,Special card,Cornell Card,Cornell,255100056332671,371938,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 15:05:52,,2025-06-26 15:05:52,1112,255100055785892,Special card,Cornell Card,Cornell,255100055785892,379713,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 15:05:55,,2025-06-26 15:05:55,1112,255100055937541,Special card,Cornell Card,Cornell,255100055937541,354250,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 15:07:56,,2025-06-26 15:07:56,1112,255100049908452,Special card,Cornell Card,Cornell,255100049908452,367012,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 15:08:07,,2025-06-26 15:08:07,1112,255100055957891,Special card,Cornell Card,Cornell,255100055957891,362713,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 15:08:11,,2025-06-26 15:08:11,1112,255100029691372,Special card,Cornell Card,Cornell,255100029691372,227581,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 15:09:33,,2025-06-26 15:09:33,1112,255100041782322,Special card,Cornell Card,Cornell,255100041782322,349761,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 15:09:56,,2025-06-26 15:09:56,1112,255100054803363,Special card,Cornell Card,Cornell,255100054803363,360924,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 15:22:37,,2025-06-26 15:22:37,1112,255100056436061,Special card,Cornell Card,Cornell,255100056436061,379365,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 15:25:52,,2025-06-26 15:25:52,1112,255100056525331,Special card,Cornell Card,Cornell,255100056525331,378952,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 15:25:54,,2025-06-26 15:25:54,1112,255100056448531,Special card,Cornell Card,Cornell,255100056448531,340909,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 15:26:11,,2025-06-26 15:26:11,1112,255100012689291,Special card,Cornell Card,Cornell,255100012689291,28118,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 15:29:35,,2025-06-26 15:29:35,1112,255100057322301,Special card,Cornell Card,Cornell,255100057322301,371473,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 15:30:41,,2025-06-26 15:30:41,1112,255100057041341,Special card,Cornell Card,Cornell,255100057041341,372208,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 15:33:06,,2025-06-26 15:33:06,1112,255100052645281,Special card,Cornell Card,Cornell,255100052645281,314440,TOM,STUDENT OMNIRIDE,
,,,,,,,,,,2025-06-26 15:33:09,,2025-06-26 15:33:09,1112,255100038018092,Special card,Cornell Card,Cornell,255100038018092,374924,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 15:33:11,,2025-06-26 15:33:11,1112,255100036106273,Special card,Cornell Card,Cornell,255100036106273,368835,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 15:34:37,,2025-06-26 15:34:37,1112,255100057366681,Special card,Cornell Card,Cornell,255100057366681,371421,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 15:34:41,,2025-06-26 15:34:41,1112,255100049088774,Special card,Cornell Card,Cornell,255100049088774,366304,TOM,TEMP STAFF,
,,,,,,,,,,2025-06-26 15:34:44,,2025-06-26 15:34:44,1112,255100057349851,Special card,Cornell Card,Cornell,255100057349851,375551,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 15:48:02,,2025-06-26 15:48:02,1112,255100057080961,Special card,Cornell Card,Cornell,255100057080961,379288,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 15:52:05,,2025-06-26 15:52:05,1112,255100057287031,Special card,Cornell Card,Cornell,255100057287031,371519,TOM,POST GRADUATE,
,,,,,,,,,,2025-06-26 15:54:20,,2025-06-26 15:54:20,1112,255100056457451,Special card,Cornell Card,Cornell,255100056457451,359372,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 15:54:23,,2025-06-26 15:54:23,1112,255100056436061,Special card,Cornell Card,Cornell,255100056436061,379365,TOM,STUDENT OMNI NEW,
,,,,,,,,,,2025-06-26 15:57:53,,2025-06-26 15:57:53,1112,255100042077783,Special card,Cornell Card,Cornell,255100042077783,371222,TOM,FACULTY/STAFF,
,,,,,,,,,,2025-06-26 16:07:55,,2025-06-26 16:07:55,1112,255100055096861,Special card,Cornell Card,Cornell,255100055096861,349368,TOM,STUDENT OMNIRIDE,
